RAJ2000,DEJ2000,R,GCVS,RAJ2000,DEJ2000,VarType,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,n_Minmag,Names
274.7470833,-28.1,*,V928 Sgr ,18 18 59.30,-28 06 00.0,NB     , ,8.9,p, ,20.5,j,
274.8397083,-25.4271389,*,GM Sgr   ,18 19 21.53,-25 25 37.7,non-CV , ,    , , ,    , ,HV 4048
274.8399167,-25.4069722,*,V4641 Sgr,18 19 21.58,-25 24 25.1,non-CV , ,    , , ,    , ,SAX J1819.3-2525
274.8845417,-28.6099167,*,V5114 Sgr,18 19 32.29,-28 36 35.7,N      , ,8.4,V,<,17.5,r,Nova Sgr 2004
274.890375,-26.8887778,*,V726 Sgr ,18 19 33.69,-26 53 19.6,NA     , ,10.8,p, ,19,j,HDE 315532
274.9083333,-24.7322222,*,V4065 Sgr,18 19 38.00,-24 43 56.0,N:     , ,9,v,<,14,v,
274.9219167,24.5543611, ,V632 Her ,18 19 41.26,+24 33 15.7,UG     , ,15.4,p, ,21,p,
274.954125,-25.3104722, ,Sgr      ,18 19 48.99,-25 18 37.7,UG:    , ,    , , ,    , ,m158.27182.2976
274.9902917,-25.1872222, ,V1016 Sgr,18 19 57.67,-25 11 14.0,NA     , ,8.5,p, ,17,p,HV 3306
275.0454167,-22.2228611, ,Sgr      ,18 20 10.90,-22 13 22.3,UGSU:  , ,17.9,I, ,20.3,I,Bul_sc10_1727
275.151375,-30.9004167, ,Sgr      ,18 20 36.33,-30 54 01.5,UG:    , ,    , , ,    , ,m153.27488.3450
275.1585833,-27.9405556, ,V4049 Sgr,18 20 38.06,-27 56 26.0,N      , ,12,p, ,21,j,
275.1969583,-22.054, ,Sgr      ,18 20 47.27,-22 03 14.4,UG     , ,18.1,I, ,19.9,I,Bul_sc11_1905
275.2064167,-22.3748889, ,Sgr      ,18 20 49.54,-22 22 29.6,UG     , ,19.2,I, ,20.5,I,Bul_sc11_1160
275.2293333,-31.48275, ,Sgr      ,18 20 55.04,-31 28 57.9,UG     , ,    , , ,    , ,m156.27609.1548
275.2999167,38.7950278, ,V391 Lyr ,18 21 11.98,+38 47 42.1,UGZ    , ,14,p, ,17,p,S 10436
275.3139583,-22.06825, ,Sgr      ,18 21 15.35,-22 04 05.7,UGSU:  , ,17.5,I, ,20.5,I,Bul_sc11_1886
275.418625,-27.5272222, ,V4633 Sgr,18 21 40.47,-27 31 38.0,NA     , ,7.4,V,<,20,V,
275.4357917,-30.7858056, ,Sgr      ,18 21 44.59,-30 47 08.9,UG     , ,18.2,V, ,20.1,V,m153.28010.620
275.473125,-31.1115833, ,Sgr      ,18 21 53.55,-31 06 41.7,UG     , ,18.5,V, ,20.7,V,m153.28005.3041
275.528875,-31.4617778, ,Sgr      ,18 22 06.93,-31 27 42.4,UG:    , ,    , , ,    , ,m156.28129.900
275.5337083,-25.4815833,*,V441 Sgr ,18 22 08.09,-25 28 53.7,NA     , ,8.7,p, ,    , ,HDE 315574
275.648625,-30.9098056,*,Sgr      ,18 22 35.67,-30 54 35.3,CV:    , ,23,V, ,    , ,m153.28398.2677
275.672,-21.7567222, ,Sgr      ,18 22 41.28,-21 45 24.2,UG:    , ,18,I, ,20.5,I,Bul_sc8_1184
275.7439583,-25.5798056,*,GR Sgr   ,18 22 58.55,-25 34 47.3,N      , ,11.4,p, ,16.6,p,HV 4012
275.755,-4.6219444,*,Sct      ,18 23 01.20,-04 37 19.0,N:     , ,    , , ,20,p,Lanning 17
275.7952083,-21.3851667, ,Sgr      ,18 23 10.85,-21 23 06.6,UG     , ,18.8,I, ,20.6,I,Bul_sc8_2190
275.8122917,-21.9939444, ,Sgr      ,18 23 14.95,-21 59 38.2,UG:    , ,    , , ,    , ,Bul_sc8_569
275.86225,-28.3665833,*,V4169 Sgr,18 23 26.94,-28 21 59.7,NA     , ,7.8,p,<,12.6,V,
275.897875,-21.4833333, ,Sgr      ,18 23 35.49,-21 29 00.0,UG:    , ,    , , ,    , ,Bul_sc9_1565
275.9200417,-30.3597222,*,Sgr      ,18 23 40.81,-30 21 35.0,CV     , ,22.2,u, ,    , ,NGC 6624 CV2
275.92225,-22.9913056,*,V4171 Sgr,18 23 41.34,-22 59 28.7,NA     , ,8,p, ,20.5,j,
275.9222917,-30.3657222,*,Sgr      ,18 23 41.35,-30 21 56.6,UG     , ,19.7,V, ,24.4,V,NGC 6624 CV1
275.9269167,-18.12075, ,V4361 Sgr,18 23 42.46,-18 07 14.7,N      , ,10.6,p, ,16.9,V,
275.9730833,39.3163611,*,IR Lyr   ,18 23 53.54,+39 18 58.9,non-CV , ,    , , ,    , ,S 4267
275.9833333,-54.9958333,*,WW Tel   ,18 23 56.00,-54 59 45.0,UG:    , ,14.6,p, ,18.5,p,HV 9884
276.1853333,-24.84025,*,Sgr      ,18 24 44.48,-24 50 24.9,non-CV , ,    , , ,    , ,NGC 6626 V7
276.18625,-36.9958333,*,V655 CrA ,18 24 44.70,-36 59 45.0,N      , ,8,p, ,17.6,j,
276.1918333,-30.0114167,*,V4739 Sgr,18 24 46.04,-30 00 41.1,NA     , ,7.2,V,<,18,V,N Sgr 2001 No. 2
276.2039583,-30.3971111, ,Sgr      ,18 24 48.95,-30 23 49.6,UG     , ,18.9,V, ,21,V,m150.29315.3459
276.3489583,-20.1998056,*,V1151 Sgr,18 25 23.75,-20 11 59.3,NB     , ,11.1,p, ,20,j,
276.3638333,-25.66875,*,V4019 Sgr,18 25 27.32,-25 40 07.5,non-CV , ,    , , ,    , ,
276.4679167,-35.0241389,*,V909 Sgr ,18 25 52.30,-35 01 26.9,NA     , ,6.8,p, ,20,j,
276.49275,-29.43025,*,V3941 Sgr,18 25 58.26,-29 25 48.9,UG:    , ,11.5,p,<,14,p,
276.5845833,-64.9604167,*,DP Pav   ,18 26 20.30,-64 57 37.5,non-CV , ,    , , ,    , ,S 7111
276.6946667,-27.1388889,*,BS Sgr   ,18 26 46.72,-27 08 20.0,NB     , ,9.2,p, ,17,j,INN 4a
276.9890417,-27.6230833,*,V1988 Sgr,18 27 57.37,-27 37 23.1,non-CV , ,    , , ,    , ,IRC -30385
277.0143333,-21.5735278,*,HS Sgr   ,18 28 03.44,-21 34 24.7,NB:    , ,11.5,p, ,16.5,p,HV 4011
277.0275417,-15.91225,*,V391 Sct ,18 28 06.61,-15 54 44.1,UG:    , ,13.5,I, ,17,I,M 64
277.0458333,-13.7425,*,Sct      ,18 28 11.00,-13 44 33.0,N:     , ,14.4,I, ,16,I,NSV 10848
277.12075,-27.9221111,*,LQ Sgr   ,18 28 28.98,-27 55 19.6,non-CV , ,    , , ,    , ,HV 4475
277.1967917,35.8248056, ,V394 Lyr ,18 28 47.23,+35 49 29.3,UG:    , ,16,p,<,17,p,S 10439
277.4283333,-12.3152778,*,V366 Sct ,18 29 42.80,-12 18 55.0,N      , ,15.4,v,<,23,j,
277.5791667,-32.6319444,*,V3462 Sgr,18 30 19.00,-32 37 55.0,UG:    , ,14.1,p, ,18,p,Plaut 3-1047/INN 114
277.5930833,-14.89775, ,Sct      ,18 30 22.34,-14 53 51.9,UG:    , ,    , , ,    , ,m303.44749.3841
277.5962917,-17.1991389,*,V4362 Sgr,18 30 23.11,-17 11 56.9,NB     , ,8,v,<,15,v,
277.6015,-26.6321667, ,Sgr      ,18 30 24.36,-26 37 55.8,UG     , ,16.6,V, ,19.5,V,m172.31712.790
277.6803764,-24.0191439,*,V3890 Sgr,18 30 43.29,-24 01 08.9,NRA    , ,8.4,p, ,17.2,p,GS 1826-24
277.6960417,2.61475,*,FH Ser   ,18 30 47.05,+02 36 53.1,NA     , ,4.5,v, ,17.6,B,
277.8479167,-32.3469444,*,Sgr2     ,18 31 23.50,-32 20 49.0,CV     , ,12,V, ,    , ,NGC 6637 CV
277.8713333,-14.5198056, ,Sct      ,18 31 29.12,-14 31 11.3,UG:    , ,    , , ,    , ,m302.45426.2942
277.8958333,-32.4311111,*,V2359 Sgr,18 31 35.00,-32 25 52.0,UG:    , ,16.4,p,<,18.6,p,NGC 6637-V7
277.903125,-32.5993611,*,V2572 Sgr,18 31 36.75,-32 35 57.7,NA:    , ,6.5,p, ,18,j,BV 1262
277.967375,-14.5623889, ,Sct      ,18 31 52.17,-14 33 44.6,UG:    , ,    , , ,    , ,m302.45594.2132
278.018625,-29.38675,*,V1017 Sgr,18 32 04.47,-29 23 12.3,NB/DN: , ,7.2,V, ,13.7,V,HV 3519
278.0197917,-6.7261944,*,V476 Sct ,18 32 04.75,-06 43 34.3,N      , ,9.9,c, ,    , ,Nova Scuti 2005
278.0833333,-8.675,*,Sct      ,18 32 20.00,-08 40 30.0,AM:    , ,    , , ,    , ,AX J183220-0840
278.219375,-13.3011667, ,Sct      ,18 32 52.65,-13 18 04.2,UG     , ,17.8,V, ,20.6,V,m301.46117.1481
278.2219167,-13.5095556, ,Sct      ,18 32 53.26,-13 30 34.4,UG:    , ,    , , ,    , ,m301.46282.3402
278.3027917,-20.0971944,*,V3876 Sgr,18 33 12.67,-20 05 49.9,non-CV , ,    , , ,    , ,IRC -20494
278.3227083,-27.2692222,*,Sgr      ,18 33 17.45,-27 16 09.2,CV:    , ,19.5,V, ,    , ,m173.33002.479
278.324625,-27.2190278, ,Sgr      ,18 33 17.91,-27 13 08.5,UG:    , ,    , , ,    , ,m173.33003.1207
278.4254167,-25.345,*,V1905 Sgr,18 33 42.10,-25 20 42.0,N:     , ,9.1,p, ,19,j,
278.4660833,3.7133333,*,AG Ser   ,18 33 51.86,+03 42 48.0,non-CV , ,    , , ,    , ,Ross 48
278.4847917,-53.9805,*,YY Tel   ,18 33 56.35,-53 58 49.8,UGWZ:  , ,14.4,p, ,19.3,V,HV 9962
278.5130417,-14.7534444,*,V463 Sct ,18 34 03.13,-14 45 12.4,NA     , ,9.9,p,<,20,V,HadV46
278.5960417,-26.90875,*,V939 Sgr ,18 34 23.05,-26 54 31.5,non-CV , ,    , , ,    , ,INN 25
278.6642083,-26.4341389,*,V4077 Sgr,18 34 39.41,-26 26 02.9,NB     , ,8,v, ,22,j,
278.6812917,-29.5802222,*,V941 Sgr ,18 34 43.51,-29 34 48.8,non-CV , ,    , , ,    , ,INN 27
278.693125,24.80075, ,CH Her   ,18 34 46.35,+24 48 02.7,UG     , ,13.5,p, ,17,p,203.1929
278.7147917,-12.9241111, ,FV Sct   ,18 34 51.55,-12 55 26.8,N      , ,12.5,p, ,20,p,SVS 1306
278.754207,-30.05989,*,V1310 Sgr,18 35 01.01,-30 03 35.6,NB:    , ,11.7,p,<,15.5,p,
278.80325,38.3346389, ,LL Lyr   ,18 35 12.78,+38 20 04.7,UG     , ,12.8,p, ,17.1,p,S 3808
278.8522917,-35.5345833, ,V3608 Sgr,18 35 24.55,-35 32 04.5,UG     , ,15.6,p, ,18.7,p,Plaut 3-1233
278.8758333,-23.9091667,*,Sgr      ,18 35 30.20,-23 54 33.0,CV:    , ,21.6,U, ,    , ,NGC 6656-35
278.8772083,-36.94575,*,V662 CrA ,18 35 30.53,-36 56 44.7,UG     , ,15.7,p,<,19.6,p,Plaut 3-1235
278.9354167,-24.0029722,*,Sgr      ,18 35 44.50,-24 00 10.7,CV:    , ,20.5,U, ,    , ,NGC 6656-78
278.9404583,-32.99,*,Sgr      ,18 35 45.71,-32 59 24.0,CV:    , ,20.4,V, ,    , ,NGC 6652 C
278.9550417,-18.6958611,*,V3645 Sgr,18 35 49.21,-18 41 45.1,NB     , ,12.6,p, ,18,p,SVS 1728
278.9815833,-29.0789444,*,Sgr      ,18 35 55.58,-29 04 44.2,CV:    , ,24.4,V, ,    , ,m145.34015.1280
278.9844583,22.4444444,*,Her      ,18 35 56.27,+22 26 40.0,UG:    , ,16.1,p, ,19.5,p,
279.0113333,-23.9235,*,Sgr      ,18 36 02.72,-23 55 24.6,UGSU   , ,17.7,V, ,19,V,NGC 6656 CV2
279.0770833,-24.01525,*,Sgr      ,18 36 18.50,-24 00 54.9,CV:    , ,20.7,U, ,    , ,NGC 6656-44
279.0791667,-23.8716667,*,Sgr      ,18 36 19.00,-23 52 18.0,CV:    , ,19.9,U, ,    , ,NGC 6656-32
279.10275,-23.9098611,*,Sgr      ,18 36 24.66,-23 54 35.5,UG     , ,18.8,V, ,    , ,NGC 6656 CV1
279.1058333,-23.9224444,*,Sgr      ,18 36 25.40,-23 55 20.8,CV:    , ,18.9,U, ,    , ,NGC 6656-39
279.1204167,-23.9405278,*,Sgr      ,18 36 28.90,-23 56 25.9,CV:    , ,20.3,U, ,    , ,NGC 6656-23
279.1891667,-23.8662222,*,Sgr      ,18 36 45.40,-23 51 58.4,CV:    , ,21.2,U, ,    , ,NGC 6656-21
279.212042,-37.4315587, ,BP CrA   ,18 36 50.89,-37 25 53.6,UGZ    , ,13.5,v, ,15.9,v,
279.3017917,-26.1727222,*,V2012 Sgr,18 37 12.43,-26 10 21.8,non-CV , ,    , , ,    , ,
279.5583333,-23.3797222,*,V4021 Sgr,18 38 14.00,-23 22 47.0,NA     , ,8.8,v, ,18,j,
279.6671667,9.3731667,*,V651 Oph ,18 38 40.12,+09 22 23.4,CV:    , ,15.8,p,<,17,p,271.1936
279.678875,-12.271,*,V477 Sct ,18 38 42.93,-12 16 15.6,N      , ,10.4,V, ,    , ,Nova Sct 2005 No. 2
279.859,26.0694444,*,Her      ,18 39 26.16,+26 04 10.0,UGWZ   , ,11.8,V, ,17.1,V,OT_J183926+260410
280.010625,-33.4487778,*,V4745 Sgr,18 40 02.55,-33 26 55.6,N      , ,7.4,V,<,17,V,N Sgr 2003
280.2183333,-83.7193333,*,Oct      ,18 40 52.40,-83 43 09.6,UGSU   , ,11.2,p,<,15,p,NSV 10934
280.2634167,-28.1599167,*,V949 Sgr ,18 41 03.22,-28 09 35.7,non-CV , ,    , , ,    , ,INN 46
280.4215833,-32.9094167,*,V3774 Sgr,18 41 41.18,-32 54 33.9,UG     , ,14.7,p, ,17.7,r,Plaut 3-1453
280.4908333,-37.5205556,*,V693 CrA ,18 41 57.80,-37 31 14.0,NA     , ,7,v, ,21,V,
280.623875,-61.8625278,*,Pav      ,18 42 29.73,-61 51 45.1,non-CV , ,    , , ,    , ,NSV 11181/LTT 7406
280.7077917,-19.0269167,*,V2383 Sgr,18 42 49.87,-19 01 36.9,non-CV , ,    , , ,    , ,
280.709375,-19.7966111,*,V1709 Sgr,18 42 50.25,-19 47 47.8,non-CV , ,    , , ,    , ,HV 12404
280.749375,-4.4720556,*,V427 Sct ,18 42 59.85,-04 28 19.4,non-CV , ,    , , ,    , ,CSV 7917
280.7995833,-57.5124722,*,BD Pav   ,18 43 11.90,-57 30 44.9,UG     , ,12.4,V,<,16.5,V,HV 10031
280.8440833,40.6653333,*,V492 Lyr ,18 43 22.58,+40 39 55.2,non-CV , ,    , , ,    , ,LHS 3406
280.9275,15.3219444,*,V827 Her ,18 43 42.60,+15 19 19.0,NA     , ,7.5,v, ,18.1,V,
280.9465417,-27.5669722,*,V2032 Sgr,18 43 47.17,-27 34 01.1,non-CV , ,    , , ,    , ,
280.9534167,-55.00625,*,AK Tel   ,18 43 48.82,-55 00 22.5,non-CV , ,    , , ,    , ,HV 10036
281.1112083,37.9977778,*,AY Lyr   ,18 44 26.69,+37 59 52.0,UGSU   , ,12.3,V, ,18,V,330.1928
281.15,-2.9833333,*,Aql      ,18 44 36.00,-02 59 00.0,UG:    , ,10.4,p, ,13,p,NSV 11280
281.16325,43.3745,*,V344 Lyr ,18 44 39.18,+43 22 28.2,UGSU   , ,13.8,V,<,20,V,S 9329
281.2005,-74.3094722,*,V347 Pav ,18 44 48.12,-74 18 34.1,AM     , ,15.2,V, ,17.6,V,RE J1844-741
281.302125,-2.9763889,*,Aql2     ,18 45 12.51,-02 58 35.0,UG:    , ,13,v,<,14,v,NSV 11297
281.33525,-26.4631667,*,V2038 Sgr,18 45 20.46,-26 27 47.4,non-CV , ,    , , ,    , ,
281.4314583,-8.5503333, ,V368 Sct ,18 45 43.55,-08 33 01.2,NA     , ,6.9,v, ,19,p,
281.451625,-6.4208056,*,GL Sct   ,18 45 48.39,-06 25 14.9,N:     , ,13.6,p,<,16.8,p,
281.6310833,12.2338889,*,V838 Her ,18 46 31.46,+12 14 02.0,NA     , ,5.4,V, ,15.4,B,
281.7129167,-4.9438889, ,Sct      ,18 46 51.10,-04 56 38.0,N::    , ,8, , ,22, ,NSV 24587
281.745125,55.6414167, ,Dra      ,18 46 58.83,+55 38 29.1,AM     , ,17.2,R, ,20,R,RX J1846.9+5538
281.7912917,-8.3482222,*,V444 Sct ,18 47 09.91,-08 20 53.6,NA     , ,10.5,v, ,20,r,
282.0020417,-25.3741667,*,V522 Sgr ,18 48 00.49,-25 22 27.0,N:/UG  , ,12.9,p, ,19.7,V,
282.2276667,0.5841389,*,V603 Aql ,18 48 54.64,+00 35 02.9,NA/DQ::, ,    , , ,1.1,v,HD 174107
282.40675,-9.5639722,*,V475 Sct ,18 49 37.62,-09 33 50.3,N:     , ,8.9,V, ,    , ,N Sct 2003
282.4122917,-6.18775,*,V443 Sct ,18 49 38.95,-06 11 15.9,N      , ,8.5,p,<,20,p,
282.6529167,-21.3915556,*,V4332 Sgr,18 50 36.70,-21 23 29.6,non-CV , ,    , , ,    , ,
283.0149583,-1.4775833,*,CI Aql   ,18 52 03.59,-01 28 39.3,N/NR   , ,8.8,V, ,15.6,p,23.1925
283.1724167,26.75875, ,CY Lyr   ,18 52 41.38,+26 45 31.5,UG     , ,13.2,p, ,17,p,237.1929
283.2650012,-8.6233337,*,Sct      ,18 53 03.60,-08 37 24.0,UG:    , ,18.3,V, ,    , ,NGC 6712 V9
283.2662083,-8.7075556,*,Sct      ,18 53 03.89,-08 42 27.2,CV:    , ,19.5,V, ,    , ,NGC 6712 10261
283.2916667,35.7833333,*,Lyr      ,18 53 10.00,+35 47 00.0,N:     , ,13,p,<,16,p,NSV 11494
283.354375,29.2271667, ,HR Lyr   ,18 53 25.05,+29 13 37.8,NA     , ,6.5,p, ,15.8,p,HD 175268
283.5267083,48.9218056, ,Dra      ,18 54 06.41,+48 55 18.5,CV:    , ,19.4,c, ,    , ,Var near UGC 11376
283.668,-19.6999444,*,V4368 Sgr,18 54 40.32,-19 41 59.8,non-CV , ,    , , ,    , ,Pec Var in Sgr
283.759625,-31.1637778,*,V1223 Sgr,18 55 02.31,-31 09 49.6,DQ     , ,12.3,V,<,16.8,V,3A 1851-312
283.7602083,-30.4826389,*,Sgr      ,18 55 02.45,-30 28 57.5,AM/DQ: , ,    , , ,    , ,NGC 6715-CX4
283.7610833,-30.4781944,*,Sgr      ,18 55 02.66,-30 28 41.5,AM/DQ: , ,    , , ,    , ,NGC 6715-CX7
283.7615,-30.4813889,*,Sgr      ,18 55 02.76,-30 28 53.0,AM/DQ: , ,    , , ,    , ,NGC 6715-CX6
283.7623333,-30.4791667,*,Sgr      ,18 55 02.96,-30 28 45.0,AM/DQ: , ,    , , ,    , ,NGC 6715-CX1
283.7645,-30.4798333,*,Sgr      ,18 55 03.48,-30 28 47.4,AM/DQ: , ,    , , ,    , ,NGC 6715-CX2
283.7652083,-30.4780833,*,Sgr      ,18 55 03.65,-30 28 41.1,AM/DQ: , ,    , , ,    , ,NGC 6715-CX5
283.7662083,-30.4772222,*,Sgr      ,18 55 03.89,-30 28 38.0,AM/DQ: , ,    , , ,    , ,NGC 6715-CX3
283.8612917,-7.7181944, ,V373 Sct ,18 55 26.71,-07 43 05.5,NA/DQ  , ,7.1,v, ,18.8,B,
284.0084583,-3.3223889,*,EL Aql   ,18 56 02.03,-03 19 20.6,NA     , ,6.4,p, ,20,p,60.1927
284.054875,-4.2092778,*,EU Sct   ,18 56 13.17,-04 12 33.4,NA     , ,8.4,p, ,18,p,
284.135,10.8117778,*,V800 Aql ,18 56 32.40,+10 48 42.4,non-CV , ,    , , ,    , ,S 4376
284.1457083,-8.59175,*,Sct      ,18 56 34.97,-08 35 30.3,non-CV , ,    , , ,    , ,NSV 11561
284.3400417,13.2412222,*,V446 Her ,18 57 21.61,+13 14 28.4,NA     , ,3,p, ,17.8,B,
284.5705417,-5.4014444,*,FS Sct   ,18 58 16.93,-05 24 05.2,NA:    , ,10.1,p, ,19.3,B,
284.6851667,30.2592222, ,DM Lyr   ,18 58 44.44,+30 15 33.2,UGSU   , ,13.6,p, ,18,p,250.1929
284.8872917,42.4033889,*,V358 Lyr ,18 59 32.95,+42 24 12.2,N:/UGWZ, ,16,p,<,20,p,S 9649
285.083,44.4624722,*,V447 Lyr ,19 00 19.92,+44 27 44.9,UG:    , ,17.2,p,<,18.5,p,GR 247
285.2888333,-22.0017222,*,V4743 Sgr,19 01 09.32,-22 00 06.2,NA     , ,5,V, ,16.8,V,N Sgr 2002 No. 3
285.3812083,42.9145833, ,V493 Lyr ,19 01 31.49,+42 54 52.5,UG     , ,13.2,p,<,17.2,p,S 10930
285.460125,-13.1618056,*,V1059 Sgr,19 01 50.43,-13 09 42.5,NA     , ,4.9,p, ,18.1,B,HD 176654
285.4979167,13.875,*,Aql      ,19 01 59.50,+13 52 30.0,UG:    , ,10.6,p, ,17,p,NSV 24663
285.526625,-4.4454722, ,V604 Aql ,19 02 06.39,-04 26 43.7,NA     , ,8.2,p, ,21,p,HD 176779
285.5618333,13.0508889,*,Aql      ,19 02 14.84,+13 03 03.2,N      , ,10.6,p, ,    , ,
285.73625,15.1613889,*,Aql      ,19 02 56.70,+15 09 41.0,UG:    , ,10.5,p, ,13,p,NSV 24667
285.8962083,-3.0541667,*,CM Aql   ,19 03 35.09,-03 03 15.0,non-CV , ,    , , ,    , ,
286.167875,21.7705833,*,QV Vul   ,19 04 40.29,+21 46 14.1,NA     , ,7,v, ,17.7,R,
286.2505417,-7.1418889, ,V1440 Aql,19 05 00.13,-07 08 30.8,NL:+ELL, ,8.6,V, ,    , ,HIP 93724
286.3020833,5.2366667,*,V1663 Aql,19 05 12.50,+05 14 12.0,N:     , ,10.5,V, ,    , ,ASAS 190512+0514.2
286.3611667,-1.7039444,*,V1425 Aql,19 05 26.68,-01 42 14.2,NA/DQ  , ,7.5,v,<,19,V,
286.4029167,14.1966667,*,Aql      ,19 05 36.70,+14 11 48.0,UG:    , ,10.8,p, ,13,p,NSV 24685
286.77575,69.1456111, ,EP Dra   ,19 07 06.18,+69 08 44.2,AM     , ,17.6,V,<,21,V,Dra4; 1H 1907+690
286.817866,44.0187822,*,MV Lyr   ,19 07 16.29,+44 01 07.7,VY     , ,12.1,V, ,17.7,V,Mac +43 1
286.841125,-20.7806389, ,V1082 Sgr,19 07 21.87,-20 46 50.3,VY     , ,14.2,p, ,15.5,p,vG 237
286.8684167,11.7460556,*,V1548 Aql,19 07 28.42,+11 44 45.8,N      , ,10.8,V,<,18,V,TAV J1907+117
286.8865833,52.9746944,*,CG Dra   ,19 07 32.78,+52 58 28.9,UG     , ,15,p, ,17.5,p,S 9370
286.9037917,12.5240833,*,V1493 Aql,19 07 36.91,+12 31 26.7,NA     , ,10.4,V,<,21,V,
286.9157917,10.4954722,*,V841 Aql ,19 07 39.79,+10 29 43.7,N      , ,11.5,p,<,17.5,p,
287.0162083,31.39875, ,V415 Lyr ,19 08 03.89,+31 23 55.5,UG:    , ,14.8,p,<,17,p,SVS 1640
287.19325,-17.3629722,*,V1089 Sgr,19 08 46.38,-17 21 46.7,UG     , ,13.8,p, ,17,p,vG 136
287.2149583,43.0087778, ,V363 Lyr ,19 08 51.59,+43 00 31.6,UG     , ,15.7,p, ,18.6,p,S 9653
287.5579167,29.1039722,*,V419 Lyr ,19 10 13.90,+29 06 14.3,UGSU   , ,14.4,p,<,17.5,p,SVS 1584
287.6097083,43.4819444, ,V452 Lyr ,19 10 26.33,+43 28 55.0,UG:    , ,17.6,p,<,18.5,p,GR 252
287.6676667,-59.9784167,*,Pav      ,19 10 40.24,-59 58 42.3,CV     , ,21.3,B, ,    , ,NGC 6752-CX3
287.6687083,-60.0018611,*,Pav      ,19 10 40.49,-60 00 06.7,CV     , ,23.6,B, ,    , ,NGC 6752-CX13
287.7133333,-59.9868889,*,Pav      ,19 10 51.20,-59 59 12.8,CV     , ,19.5,V, ,    , ,NGC 6752-CX1
287.7137083,-59.9849722,*,Pav      ,19 10 51.29,-59 59 05.9,CV:    , ,19,V, ,    , ,NGC 6752-CX5
287.7140417,-59.9910556,*,Pav      ,19 10 51.37,-59 59 27.8,CV     , ,22.7,B, ,    , ,NGC 6752-CX6
287.7160833,-59.9823889,*,Pav      ,19 10 51.86,-59 58 56.6,CV:    , ,20.9,V, ,    , ,NGC 6752-CV2
287.7164167,-59.9670833,*,Pav      ,19 10 51.94,-59 58 01.5,CV:    , ,20.6,V, ,    , ,NGC 6752-CV1
287.7183333,-59.985,*,Pav      ,19 10 52.40,-59 59 06.0,CV:    , ,21.7,B, ,    , ,NGC 6752-CX11
287.7284583,-59.9875,*,Pav      ,19 10 54.83,-59 59 15.0,CV     , ,19.9,V, ,    , ,NGC 6752-CX10
287.7335,-59.9631111,*,Pav      ,19 10 56.04,-59 57 47.2,CV:    , ,22,V, ,    , ,NGC 6752-CX15
287.7347917,-59.9936389,*,Pav      ,19 10 56.35,-59 59 37.1,CV     , ,19.4,V, ,    , ,NGC 6752-CX2
287.7475833,28.9441389, ,V584 Lyr ,19 10 59.42,+28 56 38.9,UG     , ,15.7,V,<,18.5,V,RX J191059.6+285639
287.8179167,-29.8333333,*,V363 Sgr ,19 11 16.30,-29 50 00.0,NA     , ,8.8,p, ,20,j,
287.9791667,32.2019444,*,V369 Lyr ,19 11 55.00,+32 12 07.0,NA     , ,15.2,p,<,20,p,SVS 1512
288.2783333,1.5731389,*,V1419 Aql,19 13 06.80,+01 34 23.3,NA     , ,7.6,p,<,22,r,
288.390625,2.3036667,*,V352 Aql ,19 13 33.75,+02 18 13.2,non-CV , ,    , , ,    , ,PK 37-3 3
288.47725,12.3009722, ,V1315 Aql,19 13 54.54,+12 18 03.5,NL/UX  , ,14.4,V, ,16.3,V,KPD 1911+1212
288.4934583,40.7361944,*,V585 Lyr ,19 13 58.43,+40 44 10.3,UGSU   , ,14.9,p,<,21.1,V,TK 4
288.608625,24.9453611,*,V407 Vul ,19 14 26.07,+24 56 43.3,DQ:    , ,19.7,V, ,    , ,RX J1914+2456
288.978,-0.2453333,*,Aql3     ,19 15 54.72,-00 14 43.2,non-ex , ,    , , ,    , ,NSV 11855
289.0399167,-62.5980833,*,V344 Pav ,19 16 09.58,-62 35 53.1,UGSU   , ,14.5,p, ,20,j,
289.1472917,3.7220278, ,V1378 Aql,19 16 35.35,+03 43 19.3,N      , ,10,p, ,21,p,
289.1590542,0.1269257,*,FO Aql   ,19 16 38.17,+00 07 37.0,UGSS   , ,13.6,p, ,17.5,p,3.1905
289.2045481,-26.2426954, ,V729 Sgr ,19 16 49.10,-26 14 33.7,UG     , ,14.1,p, ,15.5,p,vG 31
289.307125,1.7226944, ,V356 Aql ,19 17 13.71,+01 43 21.7,NB     , ,7.7,p, ,18.3,V,618.1936
289.36025,37.178,*,V587 Lyr ,19 17 26.46,+37 10 40.8,UG     , ,14.3,p,<,17.1,p,TK 5
289.48,4.7884167, ,V1301 Aql,19 17 55.20,+04 47 18.3,NA     , ,10.3,v, ,21,p,
289.5851667,1.7831944,*,V605 Aql ,19 18 20.44,+01 46 59.5,non-CV , ,    , , ,    , ,7.192
289.6745,-5.2365,*,V1336 Aql,19 18 41.88,-05 14 11.4,non-CV , ,    , , ,    , ,SVS 2270
289.8296667,0.6311944,*,V528 Aql ,19 19 19.12,+00 37 52.3,NA     , ,7,p, ,19.2,B,
289.9925,-7.1820278, ,CZ Aql   ,19 19 58.20,-07 10 55.3,UG     , ,13,p, ,15,p,47.1925
